ID,sequence,treatment,aphLength,aphWidth,aphSize,propOnL,propOffL,propSOL,totalDisp,totalRotation,averageVelocity,Green,Blue,UV,R.pwm,G.pwm,B.pwm,U.pwm
319,3LEDid2,5,2.490421394,1.50924753,11.83524576,0.60011139,0.39988861,0.491506544,19.01663716,0.505718994,0.008701681,0.87015167,2.495130479,0.224721887,120,0,60,127
320,3LEDid2,5,4.331170153,3.202601638,148.5594792,0.036201615,0.963798385,0.009189641,4.740249103,0.045670714,0.029300041,0.87015167,2.495130479,0.224721887,120,0,60,127
321,3LEDid2,5,3.123221885,1.446709598,14.29198368,0.054859371,0.945140629,0.009189641,9.71062574,0.087111561,0.042174713,0.87015167,2.495130479,0.224721887,120,0,60,127
322,3LEDid2,5,3.234388775,1.927226924,19.54501033,0.563909774,0.436090226,0.436090226,23.00584222,0.429210889,0.011137663,0.87015167,2.495130479,0.224721887,120,0,60,127
323,3LEDid2,5,3.230701372,1.818042419,18.45796906,1,0,0.945419103,12.07861082,0.458894318,0.003329726,0.87015167,2.495130479,0.224721887,120,0,60,127
324,3LEDid2,5,2.507865698,1.234684108,9.746849129,0.936229463,0.063770537,0.690615427,28.76338183,0.47948294,0.008472266,0.87015167,2.495130479,0.224721887,120,0,60,127
325,3LEDid2,5,NA,NA,NA,0,1,0,0,0,0,0.87015167,2.495130479,0.224721887,120,0,60,127
326,3LEDid20,5,1.774899402,0.992967341,5.563360146,0.963519911,0.036480089,0.936507937,21.72048683,0.638689988,0.006239917,0.87015167,2.495130479,0.224721887,120,0,60,127
327,3LEDid20,5,2.887330306,1.368138037,12.40756343,1,0,0.754942913,46.24227139,0.411253984,0.012781154,0.87015167,2.495130479,0.224721887,120,0,60,127
328,3LEDid20,5,3.133279346,1.651028929,16.23298073,0.945697577,0.054302423,0.754385965,27.46512562,0.441480289,0.008016936,0.87015167,2.495130479,0.224721887,120,0,60,127
329,3LEDid20,5,2.133855833,1.057166112,7.116557315,0.863547758,0.136452242,0.764132554,14.54915591,0.287315531,0.004653787,0.87015167,2.495130479,0.224721887,120,0,60,127
330,3LEDid20,5,2.621205529,1.333482705,10.96115169,0.981899192,0.018100808,0.818434976,47.26722946,0.361241232,0.013250568,0.87015167,2.495130479,0.224721887,120,0,60,127
331,3LEDid20,5,2.516650967,1.3577865,10.70984144,0.690893901,0.309106099,0.645224172,11.41387677,0.391135963,0.004540071,0.87015167,2.495130479,0.224721887,120,0,60,127
332,3LEDid20,5,2.330859251,1.16707857,8.541269851,0.372598162,0.627401838,0.318295739,10.18085398,0.076759797,0.00742817,0.87015167,2.495130479,0.224721887,120,0,60,127
333,3LEDid20,5,3.169378563,1.690109039,16.86444002,0.954608744,0.045391256,0.945419103,11.40869707,0.432060029,0.003293254,0.87015167,2.495130479,0.224721887,120,0,60,127
334,3LEDid20,5,2.447135183,1.430646755,10.98090943,1,0,0.963798385,10.16859089,0.665396891,0.002805793,0.87015167,2.495130479,0.224721887,120,0,60,127
335,3LEDid20,5,2.964123982,1.622215375,15.08490619,0.690893901,0.309106099,0.527429685,19.96161464,0.404046069,0.007949137,0.87015167,2.495130479,0.224721887,120,0,60,127
336,3LEDid20,5,2.182265926,1.164606517,7.96923413,0.991088833,0.008911167,0.982177666,8.101592976,0.570840429,0.002257844,0.87015167,2.495130479,0.224721887,120,0,60,127
337,3LEDid18,6,2.375150216,1.424547862,10.65618882,1,0,0.918549512,32.85942246,1.203661952,0.009150249,1.098237962,2.880623727,0.448070563,120,0,60,255
338,3LEDid18,6,2.634521748,1.569751286,12.90981083,1,0,0.991073919,6.870186988,1.124509277,0.001900522,1.098237962,2.880623727,0.448070563,120,0,60,255
339,3LEDid18,6,2.795398845,1.421871621,12.30364368,0.027336123,0.972663877,0,4.18736824,0.012699717,0.032016882,1.098237962,2.880623727,0.448070563,120,0,60,255
340,3LEDid18,6,2.474116093,1.361429404,10.54447159,0.990794979,0.009205021,0.981868898,9.745823003,0.246123389,0.002724413,1.098237962,2.880623727,0.448070563,120,0,60,255
341,3LEDid18,6,3.032328514,1.871163309,17.90750747,0.572384937,0.427615063,0.454951185,17.26134643,0.427702573,0.008297956,1.098237962,2.880623727,0.448070563,120,0,60,255
342,3LEDid18,6,2.536594226,1.249246499,9.974551966,0.472803347,0.527196653,0.454672245,4.910844175,0.06417533,0.002833833,1.098237962,2.880623727,0.448070563,120,0,60,255
343,3LEDid18,6,2.594063979,1.539760722,12.54826821,0,1,0,0,0,0,1.098237962,2.880623727,0.448070563,120,0,60,255
344,3LEDid18,6,NA,NA,NA,0,1,0,0,0,0,1.098237962,2.880623727,0.448070563,120,0,60,255
345,3LEDid18,6,2.352026548,1.248363782,9.375529478,0.045467225,0.954532775,0.036541144,1.483216701,0.048122594,0.007602422,1.098237962,2.880623727,0.448070563,120,0,60,255
346,3LEDid18,6,2.387924964,1.75725434,13.22463487,0.372663877,0.627336123,0.345327755,5.80807308,0.488616891,0.004244835,1.098237962,2.880623727,0.448070563,120,0,60,255
347,3LEDid18,6,3.437878951,1.80354698,19.48551241,0.163737796,0.836262204,0.082008368,9.17718814,0.103465748,0.014821532,1.098237962,2.880623727,0.448070563,120,0,60,255
348,3LEDid23,6,2.810815358,1.840066411,16.2806928,0.981909268,0.018090732,0.908711383,17.0908915,0.577751581,0.004795811,1.098237962,2.880623727,0.448070563,120,0,60,255
349,3LEDid23,6,2.911708958,1.646821551,15.26520577,0.500139159,0.499860841,0.308934038,29.78960605,0.362017486,0.01626956,1.098237962,2.880623727,0.448070563,120,0,60,255
350,3LEDid23,6,3.114376008,1.711407377,16.81612298,0.981909268,0.018090732,0.691344281,47.88532558,1.15882196,0.013455108,1.098237962,2.880623727,0.448070563,120,0,60,255
351,3LEDid23,6,2.737288032,1.943803299,17.07410978,0.827720568,0.172279432,0.755079321,19.60346098,1.11617856,0.006526898,1.098237962,2.880623727,0.448070563,120,0,60,255
352,3LEDid23,6,2.458589889,1.597810121,12.44167388,0.390759811,0.609240189,0.254661842,22.06413102,0.669284419,0.015400625,1.098237962,2.880623727,0.448070563,120,0,60,255
353,3LEDid23,6,1.903393662,1.250855335,7.480744883,0,1,0,0,0,0,1.098237962,2.880623727,0.448070563,120,0,60,255
354,3LEDid23,6,3.082317672,1.82473365,17.81697304,1,0,0.8458113,31.7200536,0.568453403,0.008759208,1.098237962,2.880623727,0.448070563,120,0,60,255
355,3LEDid23,6,3.297820571,2.18922934,22.72774396,0.190926802,0.809073198,0.072641247,13.62883135,0.26724485,0.018986177,1.098237962,2.880623727,0.448070563,120,0,60,255
356,3LEDid23,6,3.023826173,1.70078605,16.46179452,1,0,0.809073198,30.5844434,0.944329746,0.008441704,1.098237962,2.880623727,0.448070563,120,0,60,255
357,3LEDid23,6,3.173473701,1.59169193,15.85636846,0.091010298,0.908989702,0.009184525,15.42122053,0.126150826,0.042958971,1.098237962,2.880623727,0.448070563,120,0,60,255
358,3LEDid1,7,3.82925824,2.389385231,29.1013682,1,0,0.872600834,19.61427656,0.567446247,0.005402526,3.697694678,4.488173312,0.008161994,240,127,120,0
359,3LEDid1,7,3.089803529,1.63976167,15.96145994,1,0,0.954937413,15.95444182,0.451395179,0.004402517,3.697694678,4.488173312,0.008161994,240,127,120,0
360,3LEDid1,7,2.570021161,1.231982973,9.962184109,0.854242003,0.145757997,0.826981919,12.0686386,0.266345276,0.003895415,3.697694678,4.488173312,0.008161994,240,127,120,0
361,3LEDid1,7,2.997872097,1.377676729,13.03533603,0.500139082,0.499860918,0.436995828,11.53895252,0.21538529,0.006324671,3.697694678,4.488173312,0.008161994,240,127,120,0
362,3LEDid1,7,3.192018767,2.307114338,23.19438535,0.936578581,0.063421419,0.872878999,16.76380284,0.671275472,0.004929639,3.697694678,4.488173312,0.008161994,240,127,120,0
363,3LEDid1,7,3.451205696,1.767890557,19.63580449,0.254520167,0.745479833,0.209179416,7.557565975,0.211789279,0.007995082,3.697694678,4.488173312,0.008161994,240,127,120,0
364,3LEDid1,7,2.335574412,1.220096315,9.133530132,0.945201669,0.054798331,0.745757997,30.14352151,0.628205197,0.00878977,3.697694678,4.488173312,0.008161994,240,127,120,0
365,3LEDid1,7,3.117834572,1.468769411,14.39330068,0.854520167,0.145479833,0.6,30.9488599,0.688912134,0.009971991,3.697694678,4.488173312,0.008161994,240,127,120,0
366,3LEDid1,7,3.425667761,2.050676072,22.18809455,0.863699583,0.136300417,0.663421419,28.25209947,0.530336203,0.009010908,3.697694678,4.488173312,0.008161994,240,127,120,0
367,3LEDid1,7,3.245668679,1.822600153,18.45932179,1,0,0.982197497,13.1207623,0.544624672,0.003625568,3.697694678,4.488173312,0.008161994,240,127,120,0
368,3LEDid26,7,2.213578644,1.395717261,9.825499208,1,0,0.99081803,7.585902467,0.29464679,0.002089873,3.697694678,4.488173312,0.008161994,240,127,120,0
369,3LEDid26,7,2.231638939,1.307661488,9.365555591,0.98163606,0.01836394,0.98163606,3.960120119,1.115904984,0.001113813,3.697694678,4.488173312,0.008161994,240,127,120,0
370,3LEDid26,7,2.83891168,1.480597504,13.50017383,1,0,0.963828603,13.56070537,0.876325142,0.003745083,3.697694678,4.488173312,0.008161994,240,127,120,0
371,3LEDid26,7,2.569204067,1.682289586,14.29575272,0.927378965,0.072621035,0.863661658,16.81999211,0.674733174,0.004984354,3.697694678,4.488173312,0.008161994,240,127,120,0
372,3LEDid26,7,2.954292999,1.337358581,12.7546901,0.436282693,0.563717307,0.399833055,10.58336464,0.158935434,0.006626712,3.697694678,4.488173312,0.008161994,240,127,120,0
373,3LEDid26,7,3.492503389,2.223283344,24.56646772,1,0,0.98163606,7.306227289,1.386082389,0.002010954,3.697694678,4.488173312,0.008161994,240,127,120,0
374,3LEDid26,7,3.069894719,1.467910147,14.18700596,0.98163606,0.01836394,0.936004452,7.539860864,0.113468917,0.002114291,3.697694678,4.488173312,0.008161994,240,127,120,0
375,3LEDid26,7,3.256371158,1.99753729,20.61578716,0.390929327,0.609070673,0.381747357,6.463123431,0.18766263,0.004485901,3.697694678,4.488173312,0.008161994,240,127,120,0
376,3LEDid26,7,3.165878562,1.910303377,21.6036351,0.618252643,0.381747357,0.48163606,42.2516098,0.392011284,0.018708954,3.697694678,4.488173312,0.008161994,240,127,120,0
377,3LEDid21,8,2.778061867,1.468460373,13.04717431,0.210806271,0.789193729,0.091825308,26.50528288,0.216772445,0.033839696,3.923999047,4.870654895,0.229765759,240,127,120,127
378,3LEDid21,8,2.973847023,2.138560514,20.42435132,0.881019037,0.118980963,0.84406495,10.71211854,0.817187025,0.003361864,3.923999047,4.870654895,0.229765759,240,127,120,127
379,3LEDid21,8,3.390395157,2.380034139,25.47735043,0.852743561,0.147256439,0.706047032,29.85572164,0.885074886,0.009691021,3.923999047,4.870654895,0.229765759,240,127,120,127
380,3LEDid21,8,3.60727782,1.856623952,21.10653825,1,0,0.898656215,23.14981834,0.668811372,0.006416895,3.923999047,4.870654895,0.229765759,240,127,120,127
381,3LEDid21,8,2.285675003,1.526363005,10.96111735,0.128219485,0.871780515,0.091545353,5.359643054,0.150239918,0.010967402,3.923999047,4.870654895,0.229765759,240,127,120,127
382,3LEDid21,8,3.041945813,1.671331407,16.42613278,0.311870101,0.688129899,0.220604703,18.70788237,0.194606846,0.016310589,3.923999047,4.870654895,0.229765759,240,127,120,127
383,3LEDid21,8,2.738982993,1.699261767,14.83665642,0.073348264,0.926651736,0.064109742,2.382862443,0.19115458,0.008059461,3.923999047,4.870654895,0.229765759,240,127,120,127
384,3LEDid21,8,3.128065163,2.164084281,21.52676242,0.917413214,0.082586786,0.917413214,11.42449352,0.548516111,0.003448976,3.923999047,4.870654895,0.229765759,240,127,120,127
385,3LEDid8,8,2.184689739,1.23639171,8.623413128,0.318497914,0.681502086,0.263977747,7.79958092,0.373920498,0.006623752,3.923999047,4.870654895,0.229765759,240,127,120,127
386,3LEDid8,8,2.833952118,1.84516866,16.55731771,1,0,0.936300417,16.11237472,1.550516899,0.004444608,3.923999047,4.870654895,0.229765759,240,127,120,127
387,3LEDid8,8,2.111035816,1.325833801,8.770077451,0.581641168,0.418358832,0.49123783,15.38073362,0.373557955,0.007270856,3.923999047,4.870654895,0.229765759,240,127,120,127
388,3LEDid8,8,2.38139981,1.69054547,12.6278658,0.945479833,0.054520167,0.900139082,14.28088879,1.13724632,0.004167709,3.923999047,4.870654895,0.229765759,240,127,120,127
389,3LEDid8,8,2.521242565,1.559577752,12.48799562,0.963560501,0.036439499,0.900417246,19.96611494,0.649986742,0.005712835,3.923999047,4.870654895,0.229765759,240,127,120,127
390,3LEDid8,8,2.481323078,1.527576396,12.33416147,0.809179416,0.190820584,0.618080668,22.93944136,0.62650575,0.007798728,3.923999047,4.870654895,0.229765759,240,127,120,127
391,3LEDid8,8,3.176100866,1.957401035,19.61945613,0.500417246,0.499582754,0.381641168,23.96192389,0.546777619,0.013034996,3.923999047,4.870654895,0.229765759,240,127,120,127
392,3LEDid8,8,3.839922058,2.722212011,33.00726153,1,0,0.981919332,15.20943048,0.880462987,0.00418787,3.923999047,4.870654895,0.229765759,240,127,120,127
393,3LEDid8,8,2.356569532,1.480681832,10.98031054,1,0,0.990820584,8.343580519,1.013866899,0.002300636,3.923999047,4.870654895,0.229765759,240,127,120,127
394,3LEDid8,8,3.232392883,1.802331191,23.0379174,0.163560501,0.836439499,0.063699583,27.94198358,0.114800268,0.044971158,3.923999047,4.870654895,0.229765759,240,127,120,127
395,3LEDid8,8,3.104462576,1.921162293,18.93637178,0.645340751,0.354659249,0.60945758,23.08472098,0.564934253,0.00985489,3.923999047,4.870654895,0.229765759,240,127,120,127
396,3LEDid8,8,3.06208896,1.465514321,14.1559521,0.381641168,0.618358832,0.263699583,15.19880525,0.29432566,0.010833401,3.923999047,4.870654895,0.229765759,240,127,120,127
397,3LEDid27,9,2.566363247,1.446346842,11.67579955,0.935736239,0.064263761,0.935736239,6.692989769,0.191241056,0.001977959,4.152085339,5.256148144,0.453114435,240,127,120,255
398,3LEDid27,9,2.292589177,1.368854895,9.914217068,0.954177144,0.045822856,0.825649623,23.70618715,0.480132613,0.006873061,4.152085339,5.256148144,0.453114435,240,127,120,255
399,3LEDid27,9,2.351608848,1.279236534,9.476302636,0.898854429,0.101145571,0.734283319,23.39276319,0.503378961,0.007208454,4.152085339,5.256148144,0.453114435,240,127,120,255
400,3LEDid27,9,2.704349254,1.589921254,13.52276811,1,0,0.981559095,11.03078712,0.376593199,0.0030514,4.152085339,5.256148144,0.453114435,240,127,120,255
401,3LEDid27,9,3.210184793,2.143677084,21.69971036,0.110086616,0.889913384,0.054763901,10.36156533,0.106584752,0.024192768,4.152085339,5.256148144,0.453114435,240,127,120,255
402,3LEDid27,9,2.546714804,1.773941482,14.23233297,0.540933222,0.459066778,0.4124057,23.08787535,0.699586715,0.011709396,4.152085339,5.256148144,0.453114435,240,127,120,255
403,3LEDid27,9,2.334057816,1.38385071,10.24005984,0.137747974,0.862252026,0.036602403,13.69923132,0.21708268,0.026027547,4.152085339,5.256148144,0.453114435,240,127,120,255
404,3LEDid27,9,2.047536934,1.141123478,7.374416628,0.981000279,0.018999721,0.862252026,20.40305919,1.180932254,0.005763776,4.152085339,5.256148144,0.453114435,240,127,120,255
405,3LEDid27,9,2.276807033,1.420193789,10.16720097,1,0,0.981559095,8.725502359,0.614664946,0.002415029,4.152085339,5.256148144,0.453114435,240,127,120,255
406,3LEDid27,9,2.30443604,1.487550513,10.78159645,0.448728695,0.551271305,0.43028779,4.559337509,0.147787248,0.002780308,4.152085339,5.256148144,0.453114435,240,127,120,255
407,3LEDid27,9,2.931609591,1.83133224,16.85494223,0.064543168,0.935456832,0,11.97502638,0.091320154,0.045359948,4.152085339,5.256148144,0.453114435,240,127,120,255
408,3LEDid27,9,2.218105476,1.46320916,10.31902487,0.926515787,0.073484213,0.898854429,14.96680583,1.112387255,0.004462041,4.152085339,5.256148144,0.453114435,240,127,120,255
409,3LEDid7,9,3.347064219,2.462744523,26.01779311,0.845618915,0.154381085,0.80945758,15.78350964,1.09135653,0.00514687,4.152085339,5.256148144,0.453114435,240,127,120,255
410,3LEDid7,9,2.728720385,1.586963482,13.59767923,0.054520167,0.945479833,0.027260083,2.495955533,0.036853981,0.010931965,4.152085339,5.256148144,0.453114435,240,127,120,255
411,3LEDid7,9,2.600598695,1.364771595,11.367513,0.981641168,0.018358832,0.909040334,16.53622193,0.489661111,0.00464514,4.152085339,5.256148144,0.453114435,240,127,120,255
412,3LEDid7,9,2.724044136,1.896470875,16.21538593,0.981641168,0.018358832,0.945201669,16.62489152,1.046933002,0.004669435,4.152085339,5.256148144,0.453114435,240,127,120,255
413,3LEDid7,9,3.156513849,2.730377518,27.08910156,0.963838665,0.036161335,0.963838665,5.817027777,1.161119394,0.001661904,4.152085339,5.256148144,0.453114435,240,127,120,255
414,3LEDid7,9,3.352273718,2.246911586,23.82749764,0.136300417,0.863699583,0.117941586,3.902316502,0.089260264,0.007444046,4.152085339,5.256148144,0.453114435,240,127,120,255
415,3LEDid7,9,1.913654468,1.409482134,8.574930578,0.963560501,0.036439499,0.881502086,44.2280325,0.933401734,0.01260269,4.152085339,5.256148144,0.453114435,240,127,120,255
416,3LEDid7,9,2.643157015,1.618864329,13.67954074,0.08178025,0.91821975,0.054520167,3.318566271,0.063249637,0.01014372,4.152085339,5.256148144,0.453114435,240,127,120,255
417,3LEDid7,9,2.496580316,1.637922843,12.90289151,0.981641168,0.018358832,0.927121001,14.82630309,1.018273526,0.004163313,4.152085339,5.256148144,0.453114435,240,127,120,255
418,3LEDid7,9,2.23036627,1.602815741,11.23441039,0.972739917,0.027260083,0.954381085,8.134241401,0.982877595,0.002299766,4.152085339,5.256148144,0.453114435,240,127,120,255
419,3LEDid7,9,2.603325065,1.499894456,12.36929468,0.945201669,0.054798331,0.827260083,21.1451931,0.739883537,0.006166207,4.152085339,5.256148144,0.453114435,240,127,120,255
420,3LEDid7,9,2.346403065,1.702958139,12.67342492,0.008901252,0.991098748,0,1.037356008,0.024182628,0.016208688,4.152085339,5.256148144,0.453114435,240,127,120,255
